2.0341064,0.0026976,1.0855078
2.0341064,0.0026976,1.4044141
2.0341064,0.0026976,1.7110547
2.0341064,0.0026976,2.0299609
2.0341064,0.0026976,2.3488672
2.3470459,0.0026976,1.0855078
2.3470459,0.0026976,1.4044141
2.3470459,0.0026976,1.7110547
2.3470459,0.0026976,2.0299609
2.3470459,0.0026976,2.3488672
2.6599854,0.0026976,1.0855078
2.6599854,0.0026976,1.4044141
2.6599854,0.0026976,1.7110547
2.6599854,0.0026976,2.0299609
2.6599854,0.0026976,2.3488672
2.9729248,0.0026976,1.0855078
2.9729248,0.0026976,1.4044141
2.9729248,0.0026976,1.7110547
2.9729248,0.0026976,2.0299609
2.9729248,0.0026976,2.3488672
3.2858643,0.0026976,1.0855078
3.2858643,0.0026976,1.4044141
3.2858643,0.0026976,1.7110547
3.2858643,0.0026976,2.0299609
3.2858643,0.0026976,2.3488672
3.5988037,0.0026976,1.0855078
3.5988037,0.0026976,1.4044141
3.5988037,0.0026976,1.7110547
3.5988037,0.0026976,2.0299609
3.5988037,0.0026976,2.3488672
3.9117432,0.0026976,1.0855078
3.9117432,0.0026976,1.4044141
3.9117432,0.0026976,1.7110547
3.9117432,0.0026976,2.0299609
3.9117432,0.0026976,2.3488672
4.2246826,0.0026976,1.0855078
4.2246826,0.0026976,1.4044141
4.2246826,0.0026976,1.7110547
4.2246826,0.0026976,2.0299609
4.2246826,0.0026976,2.3488672
4.5376221,0.0026976,1.0855078
4.5376221,0.0026976,1.4044141
4.5376221,0.0026976,1.7110547
4.5376221,0.0026976,2.0299609
4.5376221,0.0026976,2.3488672
4.8505615,0.0026976,1.0855078
4.8505615,0.0026976,1.4044141
4.8505615,0.0026976,1.7110547
4.8505615,0.0026976,2.0299609
4.8505615,0.0026976,2.3488672
5.1819092,0.0026976,1.0855078
5.1819092,0.0026976,1.4044141
5.1819092,0.0026976,1.7110547
5.1819092,0.0026976,2.0299609
5.1819092,0.0026976,2.3488672
5.4948486,0.0026976,1.0855078
5.4948486,0.0026976,1.4044141
5.4948486,0.0026976,1.7110547
5.4948486,0.0026976,2.0299609
5.4948486,0.0026976,2.3488672
5.8077881,0.0026976,1.0855078
5.8077881,0.0026976,1.4044141
5.8077881,0.0026976,1.7110547
5.8077881,0.0026976,2.0299609
5.8077881,0.0026976,2.3488672
6.1207275,0.0026976,1.0855078
6.1207275,0.0026976,1.4044141
6.1207275,0.0026976,1.7110547
6.1207275,0.0026976,2.0299609
6.1207275,0.0026976,2.3488672
6.433667,0.0026976,1.0855078
6.433667,0.0026976,1.4044141
6.433667,0.0026976,1.7110547
6.433667,0.0026976,2.0299609
6.433667,0.0026976,2.3488672
6.7466064,0.0026976,1.0855078
6.7466064,0.0026976,1.4044141
6.7466064,0.0026976,1.7110547
6.7466064,0.0026976,2.0299609
6.7466064,0.0026976,2.3488672
7.0595459,0.0026976,1.0855078
7.0595459,0.0026976,1.4044141
7.0595459,0.0026976,1.7110547
7.0595459,0.0026976,2.0299609
